Rank,Country/Territory,Name,Date,Points Accumulated
80,ALG,Koceila Mammeri,2024-08-13,"6,340"
81,IND,Dhruv Rawat,2024-08-13,"6,150"
82,CHN,Chen Bo Yang,2024-08-13,"6,090"
83,MAS,Chia Weijie,2024-08-13,"6,060"
84,THA,Tanadon Punpanich,2024-08-13,"6,000"
85,IND,Achutaditya Rao Doddavarapu,2024-08-13,"5,990"
86,CHN,Sun Wen Jun,2024-08-13,"5,960"
86,THA,Chaloempon Charoenkitamorn,2024-08-13,"5,960"
88,MAS,Beh Chun Meng,2024-08-13,"5,870"
89,KOR,Kim Young Hyuk,2024-08-13,"5,820"
90,CHN,Tan Qiang,2024-08-13,"5,500"
90,CHN,Huang Di,2024-08-13,"5,500"
92,GER,Daniel Hess,2024-08-13,"5,080"
93,IND,P.S Ravikrishna,2024-08-13,"5,070"
94,MAS,Kang Khai Xing,2024-08-13,"5,040"
94,AUS,Rizky Hidayat,2024-08-13,"5,040"
94,AUS,Pramudya Kusumawardana,2024-08-13,"5,040"
97,USA,Arthur Lee,2024-08-13,"4,970"
98,CHN,Ma Shang,2024-08-13,"4,920"
99,JPN,Hiroki Midorikawa,2024-08-13,"4,700"
99,INA,Muhammad Rayhan Nur Fadillah,2024-08-13,"4,700"
1,IND,Satwiksairaj Rankireddy,2024-05-21,"44,550"
2,TPE,Lee Jhe-Huei,2024-05-21,"38,280"
3,INA,Fajar Alfian,2024-05-21,"37,120"
4,CHN,He Ji Ting,2024-05-21,"36,730"
5,INA,Muhammad Shohibul Fikri,2024-05-21,"34,410"
6,THA,Supak Jomkoh,2024-05-21,"34,300"
7,MAS,Choong Hon Jian,2024-05-21,"33,660"
8,JPN,Takuro Hoki,2024-05-21,"32,200"
9,MAS,Aaron Chia,2024-05-21,"30,550"
10,INA,Leo Rolly Carnando,2024-05-21,"30,390"
11,KOR,Kang Min Hyuk,2024-05-21,"30,100"
12,DEN,Kim Astrup,2024-05-21,"29,500"
13,INA,Sabar Karyaman Gutama,2024-05-21,"26,780"
14,DEN,Daniel Lundgaard,2024-05-21,"26,380"
15,CHN,Liang Wei Keng,2024-05-21,"25,440"
16,CHN,Liu Yu Chen,2024-05-21,"24,590"
17,DEN,Rasmus Kjær,2024-05-21,"24,140"
18,TPE,Lee Yang,2024-05-21,"24,030"
19,JPN,Akira Koga,2024-05-21,"23,860"
20,FRA,Lucas Corvee,2024-05-21,"23,620"
21,MAS,Ong Yew Sin,2024-05-21,"23,510"
22,ENG,Ben Lane,2024-05-21,"23,220"
23,TPE,Lin Bing-Wei,2024-05-21,"23,150"
24,TPE,Lu Ching Yao,2024-05-21,"22,930"
25,FRA,Christo Popov,2024-05-21,"22,860"
26,THA,Pharanyu Kaosamaang,2024-05-21,"21,260"
27,SCO,Alexander Dunn,2024-05-21,"21,140"
28,GER,Mark Lamsfuss,2024-05-21,"20,990"
29,MAS,Man Wei Chong,2024-05-21,"20,430"
30,CAN,Dong Adam (Xingyu),2024-05-21,"20,220"
31,MAS,Goh Sze Fei,2024-05-21,"19,750"
32,CHN,Chen Bo Yang,2024-05-21,"19,010"
33,TPE,Fang-Chih Lee,2024-05-21,"18,670"
34,DEN,William Kryger Boe,2024-05-21,"18,310"
35,TPE,Wei Chun Wei,2024-05-21,"18,140"
36,JPN,Kenya Mitsuhashi,2024-05-21,"17,860"
37,IND,Krishna Prasad Garaga,2024-05-21,"17,720"
38,MAS,Junaidi Arif,2024-05-21,"17,590"
39,TPE,Chang Ko-Chi,2024-05-21,"16,280"
40,USA,Vinson Chiu,2024-05-21,"15,640"
41,DEN,Andreas Søndergaard,2024-05-21,"15,390"
42,CHN,Xie Hao Nan,2024-05-21,"14,960"
43,TPE,Chiang Chien-Wei,2024-05-21,"14,860"
44,TPE,Ming Che Lu,2024-05-21,"14,180"
45,INA,Mohammad Ahsan,2024-05-21,"14,060"
46,MAS,Low Hang Yee,2024-05-21,"14,020"
47,GER,Bjarne Geiss,2024-05-21,"13,740"
48,THA,Peeratchai Sukphun,2024-05-21,"13,330"
49,CZE,Ondřej Král,2024-05-21,"12,390"
50,KOR,Kim Won Ho,2024-05-21,"12,290"
51,IND,M.R. Arjun,2024-05-21,"12,260"
52,IND,Hariharan Amsakarunan,2024-05-21,"11,300"
53,MAS,Lwi Sheng Hao,2024-05-21,"10,590"
54,SCO,Christopher Grimley,2024-05-21,"10,470"
55,CHN,Huang Di,2024-05-21,"9,370"
56,MAS,Boon Xin Yuan,2024-05-21,"9,030"
57,IRL,Joshua Magee,2024-05-21,"8,900"
58,MEX,Job Castillo,2024-05-21,"8,640"
59,TPE,Chen Cheng Kuan,2024-05-21,"7,760"
60,JPN,Keiichiro Matsui,2024-05-21,"7,460"
61,CAN,Kevin Lee,2024-05-21,"7,330"
62,IND,Dhruv Kapila,2024-05-21,"6,810"
63,THA,Pongsakorn Thongkham,2024-05-21,"6,510"
64,KOR,Kim Gi Jung,2024-05-21,"6,420"
65,IND,Dhruv Rawat,2024-05-21,"6,150"
66,MAS,Nur Mohd Azriyn Ayub Azriyn,2024-05-21,"6,130"
67,CHN,Chen Bo Yang,2024-05-21,"6,090"
68,THA,Tanadon Punpanich,2024-05-21,"6,000"
69,IND,Achutaditya Rao Doddavarapu,2024-05-21,"5,990"
70,TPE,Chen Zhi Ray,2024-05-21,"5,560"
71,USA,Chen Zhi Yi,2024-05-21,"5,520"
72,CHN,Tan Qiang,2024-05-21,"5,500"
73,MAS,Chia Weijie,2024-05-21,"5,180"
74,GER,Daniel Hess,2024-05-21,"5,080"
75,IND,P.S Ravikrishna,2024-05-21,"5,070"
76,KOR,Jin Yong,2024-05-21,"5,040"
77,BRA,Fabricio Farias,2024-05-21,"5,010"
78,MAS,Beh Chun Meng,2024-05-21,"4,990"
79,INA,Muhammad Rayhan Nur Fadillah,2024-05-21,"4,700"
80,JPN,Shuntaro Mezaki,2024-05-21,"4,420"
80,TPE,Lu Chen,2024-05-21,"4,420"
80,DEN,Rasmus Espersen,2024-05-21,"4,420"
83,FRA,Eloi Adam,2024-05-21,"4,220"
84,IND,Vimalraj Annadurai,2024-05-21,"4,060"
84,IRI,Mohammad Mahdi Mirshekari,2024-05-21,"4,060"
86,GER,Jones Ralfy Jansen,2024-05-21,"4,000"
87,CHN,Cui He Chen,2024-05-21,"3,850"
87,INA,Teges Satriaji Cahyo Hutomo,2024-05-21,"3,850"
87,INA,Muh Putra Erwiansyah,2024-05-21,"3,850"
87,ENG,Callum Hemming,2024-05-21,"3,850"
91,KOR,Kim Young Hyuk,2024-05-21,"3,600"
92,IND,Suraj Goala,2024-05-21,"3,540"
93,THA,Sirawit Sothon,2024-05-21,"3,510"
94,IND,Deep Rambhiya,2024-05-21,"3,400"
94,IND,Reddy B. Sumeeth,2024-05-21,"3,400"
94,IND,Sanjai Srivatsa Dhanraj,2024-05-21,"3,400"
94,MAS,Lau Yi Sheng,2024-05-21,"3,400"
98,BUL,Ivan Rusev,2024-05-21,"3,340"
98,NOR,Torjus Flaatten,2024-05-21,"3,340"
98,NED,Ties Van Der Lecq,2024-05-21,"3,340"
1,IND,Satwiksairaj Rankireddy,2024-05-28,"44,550"
2,CHN,He Ji Ting,2024-05-28,"43,150"
3,TPE,Lee Jhe-Huei,2024-05-28,"41,880"
4,DEN,Kim Astrup,2024-05-28,"38,700"
5,MAS,Choong Hon Jian,2024-05-28,"37,260"
6,INA,Fajar Alfian,2024-05-28,"37,120"
7,MAS,Aaron Chia,2024-05-28,"35,590"
8,INA,Muhammad Shohibul Fikri,2024-05-28,"34,410"
9,THA,Supak Jomkoh,2024-05-28,"34,300"
10,JPN,Takuro Hoki,2024-05-28,"32,200"
11,INA,Leo Rolly Carnando,2024-05-28,"30,390"
12,KOR,Kang Min Hyuk,2024-05-28,"30,100"
13,DEN,Rasmus Kjær,2024-05-28,"29,180"
14,INA,Sabar Karyaman Gutama,2024-05-28,"29,000"
15,DEN,Daniel Lundgaard,2024-05-28,"28,600"
16,TPE,Lu Ching Yao,2024-05-28,"26,530"
17,MAS,Man Wei Chong,2024-05-28,"25,470"
18,CHN,Liang Wei Keng,2024-05-28,"25,440"
19,TPE,Lin Bing-Wei,2024-05-28,"25,370"
20,FRA,Christo Popov,2024-05-28,"25,080"
21,MAS,Goh Sze Fei,2024-05-28,"24,790"
22,CHN,Liu Yu Chen,2024-05-28,"24,590"
23,TPE,Lee Yang,2024-05-28,"24,030"
24,MAS,Junaidi Arif,2024-05-28,"24,010"
25,JPN,Akira Koga,2024-05-28,"23,860"
26,FRA,Lucas Corvee,2024-05-28,"23,620"
27,MAS,Ong Yew Sin,2024-05-28,"23,510"
28,SCO,Alexander Dunn,2024-05-28,"23,360"
29,ENG,Ben Lane,2024-05-28,"23,220"
30,CHN,Chen Bo Yang,2024-05-28,"22,610"
31,TPE,Wei Chun Wei,2024-05-28,"21,740"
32,IND,Krishna Prasad Garaga,2024-05-28,"21,320"
33,THA,Pharanyu Kaosamaang,2024-05-28,"21,260"
34,GER,Mark Lamsfuss,2024-05-28,"20,990"
35,CAN,Dong Adam (Xingyu),2024-05-28,"20,220"
36,TPE,Fang-Chih Lee,2024-05-28,"18,670"
37,TPE,Chang Ko-Chi,2024-05-28,"18,500"
38,DEN,William Kryger Boe,2024-05-28,"18,310"
39,JPN,Kenya Mitsuhashi,2024-05-28,"17,860"
40,CHN,Xie Hao Nan,2024-05-28,"17,180"
41,TPE,Chiang Chien-Wei,2024-05-28,"17,080"
42,THA,Peeratchai Sukphun,2024-05-28,"16,930"
43,TPE,Ming Che Lu,2024-05-28,"16,400"
44,MAS,Low Hang Yee,2024-05-28,"16,240"
45,GER,Bjarne Geiss,2024-05-28,"15,960"
46,USA,Vinson Chiu,2024-05-28,"15,640"
47,DEN,Andreas Søndergaard,2024-05-28,"15,390"
48,INA,Mohammad Ahsan,2024-05-28,"14,060"
49,KOR,Jin Yong,2024-05-28,"12,840"
50,SCO,Christopher Grimley,2024-05-28,"12,690"
51,CZE,Ondřej Král,2024-05-28,"12,390"
52,KOR,Kim Won Ho,2024-05-28,"12,290"
53,IND,M.R. Arjun,2024-05-28,"12,260"
54,IND,Hariharan Amsakarunan,2024-05-28,"11,300"
55,MAS,Boon Xin Yuan,2024-05-28,"11,250"
56,MAS,Lwi Sheng Hao,2024-05-28,"10,590"
57,KOR,Kim Gi Jung,2024-05-28,"10,020"
58,CHN,Huang Di,2024-05-28,"9,370"
59,IRL,Joshua Magee,2024-05-28,"8,900"
60,MEX,Job Castillo,2024-05-28,"8,640"
61,MAS,Nur Mohd Azriyn Ayub Azriyn,2024-05-28,"8,350"
62,TPE,Chen Cheng Kuan,2024-05-28,"7,760"
63,JPN,Keiichiro Matsui,2024-05-28,"7,460"
64,THA,Pongsakorn Thongkham,2024-05-28,"7,390"
65,CAN,Kevin Lee,2024-05-28,"7,330"
66,IND,Dhruv Kapila,2024-05-28,"6,810"
67,IND,Dhruv Rawat,2024-05-28,"6,150"
68,CHN,Chen Bo Yang,2024-05-28,"6,090"
69,MAS,Chia Weijie,2024-05-28,"6,060"
70,THA,Tanadon Punpanich,2024-05-28,"6,000"
71,IND,Achutaditya Rao Doddavarapu,2024-05-28,"5,990"
72,MAS,Beh Chun Meng,2024-05-28,"5,870"
73,KOR,Kim Young Hyuk,2024-05-28,"5,820"
74,TPE,Chen Zhi Ray,2024-05-28,"5,560"
75,USA,Chen Zhi Yi,2024-05-28,"5,520"
76,CHN,Tan Qiang,2024-05-28,"5,500"
77,GER,Daniel Hess,2024-05-28,"5,080"
78,IND,P.S Ravikrishna,2024-05-28,"5,070"
79,BRA,Fabricio Farias,2024-05-28,"5,010"
80,INA,Muhammad Rayhan Nur Fadillah,2024-05-28,"4,700"
81,HKG,Law Cheuk Him,2024-05-28,"4,440"
82,JPN,Shuntaro Mezaki,2024-05-28,"4,420"
82,DEN,Rasmus Espersen,2024-05-28,"4,420"
82,TPE,Lu Chen,2024-05-28,"4,420"
85,THA,Sirawit Sothon,2024-05-28,"4,390"
86,FRA,Eloi Adam,2024-05-28,"4,220"
87,IRI,Mohammad Mahdi Mirshekari,2024-05-28,"4,060"
87,IND,Vimalraj Annadurai,2024-05-28,"4,060"
89,GER,Jones Ralfy Jansen,2024-05-28,"4,000"
90,CHN,Cui He Chen,2024-05-28,"3,850"
90,INA,Muh Putra Erwiansyah,2024-05-28,"3,850"
90,ENG,Callum Hemming,2024-05-28,"3,850"
90,INA,Teges Satriaji Cahyo Hutomo,2024-05-28,"3,850"
94,IND,Suraj Goala,2024-05-28,"3,540"
95,MAS,Lau Yi Sheng,2024-05-28,"3,400"
95,IND,Sanjai Srivatsa Dhanraj,2024-05-28,"3,400"
95,IND,Deep Rambhiya,2024-05-28,"3,400"
95,IND,Reddy B. Sumeeth,2024-05-28,"3,400"
99,BUL,Ivan Rusev,2024-05-28,"3,340"
99,NED,Ties Van Der Lecq,2024-05-28,"3,340"
1,CHN,He Ji Ting,2024-07-09,"68,150"
2,DEN,Kim Astrup,2024-07-09,"64,000"
3,TPE,Lee Jhe-Huei,2024-07-09,"52,430"
4,INA,Fajar Alfian,2024-07-09,"49,470"
5,IND,Satwiksairaj Rankireddy,2024-07-09,"47,210"
6,MAS,Choong Hon Jian,2024-07-09,"46,680"
7,MAS,Aaron Chia,2024-07-09,"46,440"
8,INA,Muhammad Shohibul Fikri,2024-07-09,"45,330"
9,CHN,Liang Wei Keng,2024-07-09,"43,490"
10,DEN,Rasmus Kjær,2024-07-09,"43,060"
11,JPN,Takuro Hoki,2024-07-09,"42,900"
12,INA,Sabar Karyaman Gutama,2024-07-09,"41,720"
13,MAS,Man Wei Chong,2024-07-09,"39,990"
14,THA,Supak Jomkoh,2024-07-09,"39,960"
15,KOR,Kang Min Hyuk,2024-07-09,"39,150"
16,INA,Leo Rolly Carnando,2024-07-09,"37,850"
17,MAS,Goh Sze Fei,2024-07-09,"37,440"
18,ENG,Ben Lane,2024-07-09,"35,920"
19,TPE,Lu Ching Yao,2024-07-09,"35,790"
20,JPN,Kenya Mitsuhashi,2024-07-09,"34,490"
21,TPE,Lee Yang,2024-07-09,"33,150"
22,DEN,Daniel Lundgaard,2024-07-09,"32,920"
23,FRA,Christo Popov,2024-07-09,"32,540"
24,TPE,Lin Bing-Wei,2024-07-09,"32,080"
25,CHN,Liu Yu Chen,2024-07-09,"31,910"
26,IND,Krishna Prasad Garaga,2024-07-09,"30,330"
27,CHN,Chen Bo Yang,2024-07-09,"29,930"
28,INA,Mohammad Ahsan,2024-07-09,"29,320"
29,MAS,Junaidi Arif,2024-07-09,"29,050"
30,SCO,Alexander Dunn,2024-07-09,"29,020"
31,CAN,Dong Adam (Xingyu),2024-07-09,"28,100"
32,TPE,Fang-Chih Lee,2024-07-09,"28,100"
33,THA,Peeratchai Sukphun,2024-07-09,"27,530"
34,GER,Bjarne Geiss,2024-07-09,"26,590"
35,MAS,Low Hang Yee,2024-07-09,"25,750"
36,TPE,Ming Che Lu,2024-07-09,"25,500"
37,DEN,Andreas Søndergaard,2024-07-09,"24,280"
38,JPN,Akira Koga,2024-07-09,"23,860"
39,FRA,Lucas Corvee,2024-07-09,"23,620"
40,MAS,Ong Yew Sin,2024-07-09,"23,510"
41,TPE,Wei Chun Wei,2024-07-09,"23,030"
42,USA,Vinson Chiu,2024-07-09,"22,530"
43,TPE,Chen Zhi Ray,2024-07-09,"21,630"
44,THA,Pharanyu Kaosamaang,2024-07-09,"21,260"
45,TPE,Chang Ko-Chi,2024-07-09,"21,160"
46,GER,Mark Lamsfuss,2024-07-09,"20,990"
47,SCO,Christopher Grimley,2024-07-09,"20,480"
48,CHN,Xie Hao Nan,2024-07-09,"20,180"
49,TPE,Chiang Chien-Wei,2024-07-09,"18,370"
50,DEN,William Kryger Boe,2024-07-09,"18,310"
51,MAS,Nur Mohd Azriyn Ayub Azriyn,2024-07-09,"15,800"
52,TPE,Chen Cheng Kuan,2024-07-09,"14,680"
53,TPE,Chang Ko-Chi,2024-07-09,"14,000"
54,MAS,Boon Xin Yuan,2024-07-09,"13,360"
55,USA,Chen Zhi Yi,2024-07-09,"12,880"
56,KOR,Jin Yong,2024-07-09,"12,840"
57,KOR,Kim Gi Jung,2024-07-09,"12,680"
58,CZE,Ondřej Král,2024-07-09,"12,390"
59,KOR,Kim Won Ho,2024-07-09,"12,290"
60,IND,M.R. Arjun,2024-07-09,"12,260"
61,IND,Hariharan Amsakarunan,2024-07-09,"11,300"
62,TPE,Liu Kuang Heng,2024-07-09,"10,990"
63,CAN,Kevin Lee,2024-07-09,"10,930"
64,MAS,Lwi Sheng Hao,2024-07-09,"10,590"
65,CHN,Cui He Chen,2024-07-09,"10,200"
66,THA,Pongsakorn Thongkham,2024-07-09,"9,610"
67,TPE,Lu Chen,2024-07-09,"9,600"
68,CHN,Huang Di,2024-07-09,"9,370"
69,GER,Jones Ralfy Jansen,2024-07-09,"9,270"
70,IRL,Joshua Magee,2024-07-09,"8,900"
71,MEX,Job Castillo,2024-07-09,"8,640"
72,INA,Rahmat Hidayat,2024-07-09,"7,860"
73,JPN,Keiichiro Matsui,2024-07-09,"7,460"
74,BUL,Ivan Rusev,2024-07-09,"7,230"
75,IND,Dhruv Kapila,2024-07-09,"6,810"
76,BRA,Fabricio Farias,2024-07-09,"6,680"
77,JPN,Keiichiro Matsui,2024-07-09,"6,600"
78,ALG,Koceila Mammeri,2024-07-09,"6,340"
79,MAS,"Chok Ken Wei, Keane",2024-07-09,"6,180"
80,IND,Dhruv Rawat,2024-07-09,"6,150"
81,CHN,Chen Bo Yang,2024-07-09,"6,090"
82,MAS,Chia Weijie,2024-07-09,"6,060"
83,THA,Tanadon Punpanich,2024-07-09,"6,000"
84,IND,Achutaditya Rao Doddavarapu,2024-07-09,"5,990"
85,MAS,Beh Chun Meng,2024-07-09,"5,870"
86,KOR,Kim Young Hyuk,2024-07-09,"5,820"
87,HKG,Law Cheuk Him,2024-07-09,"5,730"
88,CHN,Tan Qiang,2024-07-09,"5,500"
89,GER,Daniel Hess,2024-07-09,"5,080"
90,IND,P.S Ravikrishna,2024-07-09,"5,070"
91,AUS,Rizky Hidayat,2024-07-09,"5,040"
91,AUS,Pramudya Kusumawardana,2024-07-09,"5,040"
91,MAS,Kang Khai Xing,2024-07-09,"5,040"
94,USA,Arthur Lee,2024-07-09,"4,970"
95,INA,Muhammad Rayhan Nur Fadillah,2024-07-09,"4,700"
96,MAS,Lau Yi Sheng,2024-07-09,"4,690"
97,DEN,Rasmus Espersen,2024-07-09,"4,420"
97,JPN,Shuntaro Mezaki,2024-07-09,"4,420"
99,THA,Sirawit Sothon,2024-07-09,"4,390"
100,TPE,Zhi-Wei He,2024-07-09,"4,320"
1,CHN,He Ji Ting,2024-06-18,"68,150"
2,DEN,Kim Astrup,2024-06-18,"54,800"
3,TPE,Lee Jhe-Huei,2024-06-18,"51,140"
4,INA,Fajar Alfian,2024-06-18,"49,470"
5,IND,Satwiksairaj Rankireddy,2024-06-18,"47,210"
6,MAS,Choong Hon Jian,2024-06-18,"46,680"
7,MAS,Aaron Chia,2024-06-18,"46,440"
8,INA,Muhammad Shohibul Fikri,2024-06-18,"45,330"
9,CHN,Liang Wei Keng,2024-06-18,"43,490"
10,JPN,Takuro Hoki,2024-06-18,"42,900"
11,INA,Sabar Karyaman Gutama,2024-06-18,"41,720"
12,MAS,Man Wei Chong,2024-06-18,"39,990"
13,THA,Supak Jomkoh,2024-06-18,"39,960"
14,KOR,Kang Min Hyuk,2024-06-18,"39,150"
15,INA,Leo Rolly Carnando,2024-06-18,"37,850"
16,MAS,Goh Sze Fei,2024-06-18,"37,440"
17,DEN,Rasmus Kjær,2024-06-18,"36,640"
18,TPE,Lu Ching Yao,2024-06-18,"35,790"
19,TPE,Lee Yang,2024-06-18,"33,150"
20,DEN,Daniel Lundgaard,2024-06-18,"32,920"
21,FRA,Christo Popov,2024-06-18,"32,540"
22,CHN,Liu Yu Chen,2024-06-18,"31,910"
23,CHN,Chen Bo Yang,2024-06-18,"29,930"
24,INA,Mohammad Ahsan,2024-06-18,"29,320"
25,MAS,Junaidi Arif,2024-06-18,"29,050"
26,SCO,Alexander Dunn,2024-06-18,"29,020"
27,TPE,Fang-Chih Lee,2024-06-18,"25,990"
28,CAN,Dong Adam (Xingyu),2024-06-18,"25,880"
29,TPE,Lin Bing-Wei,2024-06-18,"25,370"
30,JPN,Kenya Mitsuhashi,2024-06-18,"25,320"
31,IND,Krishna Prasad Garaga,2024-06-18,"23,980"
32,JPN,Akira Koga,2024-06-18,"23,860"
33,FRA,Lucas Corvee,2024-06-18,"23,620"
34,MAS,Ong Yew Sin,2024-06-18,"23,510"
35,ENG,Ben Lane,2024-06-18,"23,220"
36,MAS,Low Hang Yee,2024-06-18,"21,900"
37,TPE,Wei Chun Wei,2024-06-18,"21,740"
38,GER,Bjarne Geiss,2024-06-18,"21,620"
39,THA,Pharanyu Kaosamaang,2024-06-18,"21,260"
40,TPE,Chang Ko-Chi,2024-06-18,"21,160"
41,GER,Mark Lamsfuss,2024-06-18,"20,990"
42,CHN,Xie Hao Nan,2024-06-18,"20,180"
43,USA,Vinson Chiu,2024-06-18,"18,640"
44,DEN,William Kryger Boe,2024-06-18,"18,310"
45,TPE,Chiang Chien-Wei,2024-06-18,"17,080"
46,THA,Peeratchai Sukphun,2024-06-18,"16,930"
47,TPE,Ming Che Lu,2024-06-18,"16,400"
48,DEN,Andreas Søndergaard,2024-06-18,"15,390"
49,KOR,Jin Yong,2024-06-18,"12,840"
50,SCO,Christopher Grimley,2024-06-18,"12,690"
51,KOR,Kim Gi Jung,2024-06-18,"12,680"
52,CZE,Ondřej Král,2024-06-18,"12,390"
53,KOR,Kim Won Ho,2024-06-18,"12,290"
54,IND,M.R. Arjun,2024-06-18,"12,260"
55,TPE,Chen Zhi Ray,2024-06-18,"11,980"
56,MAS,Nur Mohd Azriyn Ayub Azriyn,2024-06-18,"11,950"
57,IND,Hariharan Amsakarunan,2024-06-18,"11,300"
58,MAS,Boon Xin Yuan,2024-06-18,"11,250"
59,MAS,Lwi Sheng Hao,2024-06-18,"10,590"
60,THA,Pongsakorn Thongkham,2024-06-18,"9,610"
61,CHN,Huang Di,2024-06-18,"9,370"
62,IRL,Joshua Magee,2024-06-18,"8,900"
63,MEX,Job Castillo,2024-06-18,"8,640"
64,TPE,Chen Cheng Kuan,2024-06-18,"7,760"
65,JPN,Keiichiro Matsui,2024-06-18,"7,460"
66,CAN,Kevin Lee,2024-06-18,"7,330"
67,IND,Dhruv Kapila,2024-06-18,"6,810"
68,ALG,Koceila Mammeri,2024-06-18,"6,340"
69,IND,Dhruv Rawat,2024-06-18,"6,150"
70,CHN,Chen Bo Yang,2024-06-18,"6,090"
71,MAS,Chia Weijie,2024-06-18,"6,060"
72,THA,Tanadon Punpanich,2024-06-18,"6,000"
73,IND,Achutaditya Rao Doddavarapu,2024-06-18,"5,990"
74,MAS,Beh Chun Meng,2024-06-18,"5,870"
75,KOR,Kim Young Hyuk,2024-06-18,"5,820"
76,INA,Rahmat Hidayat,2024-06-18,"5,750"
77,USA,Chen Zhi Yi,2024-06-18,"5,520"
78,CHN,Tan Qiang,2024-06-18,"5,500"
79,GER,Daniel Hess,2024-06-18,"5,080"
80,IND,P.S Ravikrishna,2024-06-18,"5,070"
81,AUS,Pramudya Kusumawardana,2024-06-18,"5,040"
81,MAS,Kang Khai Xing,2024-06-18,"5,040"
81,AUS,Rizky Hidayat,2024-06-18,"5,040"
84,BRA,Fabricio Farias,2024-06-18,"5,010"
85,MAS,"Chok Ken Wei, Keane",2024-06-18,"4,890"
86,INA,Muhammad Rayhan Nur Fadillah,2024-06-18,"4,700"
87,HKG,Law Cheuk Him,2024-06-18,"4,440"
88,DEN,Rasmus Espersen,2024-06-18,"4,420"
88,JPN,Shuntaro Mezaki,2024-06-18,"4,420"
88,TPE,Lu Chen,2024-06-18,"4,420"
91,THA,Sirawit Sothon,2024-06-18,"4,390"
92,FRA,Eloi Adam,2024-06-18,"4,220"
93,IRI,Mohammad Mahdi Mirshekari,2024-06-18,"4,060"
93,IND,Vimalraj Annadurai,2024-06-18,"4,060"
95,GER,Jones Ralfy Jansen,2024-06-18,"4,000"
96,CHN,Cui He Chen,2024-06-18,"3,850"
96,INA,Muh Putra Erwiansyah,2024-06-18,"3,850"
96,ENG,Callum Hemming,2024-06-18,"3,850"
96,INA,Teges Satriaji Cahyo Hutomo,2024-06-18,"3,850"
100,AUS,Kanki Igawa,2024-06-18,"3,600"
1,CHN,He Ji Ting,2024-06-25,"68,150"
2,DEN,Kim Astrup,2024-06-25,"54,800"
3,TPE,Lee Jhe-Huei,2024-06-25,"52,430"
4,INA,Fajar Alfian,2024-06-25,"49,470"
5,IND,Satwiksairaj Rankireddy,2024-06-25,"47,210"
6,MAS,Choong Hon Jian,2024-06-25,"46,680"
7,MAS,Aaron Chia,2024-06-25,"46,440"
8,INA,Muhammad Shohibul Fikri,2024-06-25,"45,330"
9,CHN,Liang Wei Keng,2024-06-25,"43,490"
10,JPN,Takuro Hoki,2024-06-25,"42,900"
11,INA,Sabar Karyaman Gutama,2024-06-25,"41,720"
12,MAS,Man Wei Chong,2024-06-25,"39,990"
13,THA,Supak Jomkoh,2024-06-25,"39,960"
14,KOR,Kang Min Hyuk,2024-06-25,"39,150"
15,INA,Leo Rolly Carnando,2024-06-25,"37,850"
16,MAS,Goh Sze Fei,2024-06-25,"37,440"
17,DEN,Rasmus Kjær,2024-06-25,"36,640"
18,TPE,Lu Ching Yao,2024-06-25,"35,790"
19,TPE,Lee Yang,2024-06-25,"33,150"
20,DEN,Daniel Lundgaard,2024-06-25,"32,920"
21,FRA,Christo Popov,2024-06-25,"32,540"
22,CHN,Liu Yu Chen,2024-06-25,"31,910"
23,CHN,Chen Bo Yang,2024-06-25,"29,930"
24,INA,Mohammad Ahsan,2024-06-25,"29,320"
25,MAS,Junaidi Arif,2024-06-25,"29,050"
26,SCO,Alexander Dunn,2024-06-25,"29,020"
27,TPE,Fang-Chih Lee,2024-06-25,"28,100"
28,CAN,Dong Adam (Xingyu),2024-06-25,"25,880"
29,MAS,Low Hang Yee,2024-06-25,"25,750"
30,TPE,Lin Bing-Wei,2024-06-25,"25,370"
31,JPN,Kenya Mitsuhashi,2024-06-25,"25,320"
32,IND,Krishna Prasad Garaga,2024-06-25,"23,980"
33,JPN,Akira Koga,2024-06-25,"23,860"
34,FRA,Lucas Corvee,2024-06-25,"23,620"
35,MAS,Ong Yew Sin,2024-06-25,"23,510"
36,ENG,Ben Lane,2024-06-25,"23,220"
37,TPE,Wei Chun Wei,2024-06-25,"23,030"
38,GER,Bjarne Geiss,2024-06-25,"21,620"
39,THA,Pharanyu Kaosamaang,2024-06-25,"21,260"
40,TPE,Chang Ko-Chi,2024-06-25,"21,160"
41,GER,Mark Lamsfuss,2024-06-25,"20,990"
42,CHN,Xie Hao Nan,2024-06-25,"20,180"
43,TPE,Ming Che Lu,2024-06-25,"19,430"
44,USA,Vinson Chiu,2024-06-25,"18,640"
45,TPE,Chiang Chien-Wei,2024-06-25,"18,370"
46,DEN,William Kryger Boe,2024-06-25,"18,310"
47,THA,Peeratchai Sukphun,2024-06-25,"16,930"
48,TPE,Chen Zhi Ray,2024-06-25,"16,660"
49,MAS,Nur Mohd Azriyn Ayub Azriyn,2024-06-25,"15,800"
50,DEN,Andreas Søndergaard,2024-06-25,"15,390"
51,MAS,Boon Xin Yuan,2024-06-25,"13,360"
52,KOR,Jin Yong,2024-06-25,"12,840"
53,SCO,Christopher Grimley,2024-06-25,"12,690"
54,KOR,Kim Gi Jung,2024-06-25,"12,680"
55,CZE,Ondřej Král,2024-06-25,"12,390"
56,KOR,Kim Won Ho,2024-06-25,"12,290"
