,Tournament Name,Tournament Date,Tournament Country,Discipline,Number of Sets Played,Retired,Match Duration (min),Team One Nationalities,Team Two Nationalities,Player 1 Name,Player 1 Seed,Player 2 Name,Player 2 Seed,Points Set 1 Player 1,Points Set 1 Player 2,Points Set 2 Player 1,Points Set 2 Player 2,Points Set 3 Player 1,Points Set 3 Player 2,Total Points Player 1,Total Points Player 2,Sets Won Player 1,Sets Won Player 2,Total Game Points Player 1,Total Game Points Player 2,Most Consecutive Points Player 1,Most Consecutive Points Player 2,Player 1 Head to Head Analysis,Player 2 Head to Head Analysis,Match Winner
271,Siminvest_Indonesia_Open_2021_New_,2021-11-24,Indonesia,MS,2,0,46,India,France,Sai Praneeth B.,,Toma Junior Popov,,21,19,21,18,0,0,42,37,2,0,7,0,5,4,2,0,1
272,Siminvest_Indonesia_Open_2021_New_,2021-11-25,Indonesia,MS,3,0,76,Japan,Chinesetaipei,Kenta Nishimoto,,Chou Tien Chen,4,18,21,21,15,21,11,60,47,2,1,3,1,7,5,5,9,1
273,Yonex_All_England_Open,2022-03-16,England,MS,2,0,39,Malaysia,France,Liew Daren,,Toma Junior Popov,,21,15,21,19,0,0,42,34,2,0,3,0,8,7,3,0,1
274,Yonex_All_England_Open,2022-03-20,England,MS,2,0,53,Denmark,India,Viktor Axelsen,1,Lakshya Sen,,21,10,21,15,0,0,42,25,2,0,6,0,6,3,8,1,1
275,Siminvest_Indonesia_Open_2021_New_,2021-11-24,Indonesia,MS,3,0,56,India,India,Kidambi Srikanth,,Prannoy H. S.,,21,15,19,21,21,12,61,48,2,1,3,1,4,4,6,3,1
276,Siminvest_Indonesia_Open_2021_New_,2021-11-24,Indonesia,MS,3,0,79,Denmark,Thailand,Anders Antonsen,3,Kunlavut Vitidsarn,,21,15,17,21,21,17,59,53,2,1,4,1,5,9,5,1,1
277,Yonex_All_England_Open,2022-03-17,England,MS,3,0,62,Indonesia,India,Anthony Sinisuka Ginting,5,Kidambi Srikanth,,9,21,21,18,21,19,51,58,2,1,3,1,6,5,5,2,1
278,East_Ventures_Indonesia_Open,2022-06-16,Indonesia,MS,2,0,41,Malaysia,India,Lee Zii Jia,6,Sameer Verma,,21,10,21,13,0,0,42,23,2,0,4,0,5,3,5,2,1
279,Siminvest_Indonesia_Open_2021_New_,2021-11-25,Indonesia,MS,3,0,54,Denmark,Japan,Hans-Kristian Solberg Vittinghus,,Kanta Tsuneyama,,10,21,21,18,21,13,52,52,2,1,6,1,6,4,5,0,1
280,Yonex_All_England_Open,2022-03-17,England,MS,3,0,58,Chinesetaipei,Malaysia,Chou Tien Chen,4,Liew Daren,,18,21,21,13,21,9,60,43,2,1,3,1,9,6,5,1,1
281,East_Ventures_Indonesia_Open,2022-06-17,Indonesia,MS,3,0,65,Malaysia,Singapore,Lee Zii Jia,6,Loh Kean Yew,,21,18,16,21,22,20,59,59,2,1,2,3,5,6,6,2,1
282,East_Ventures_Indonesia_Open,2022-06-15,Indonesia,MS,3,0,74,Chinesetaipei,Thailand,Chou Tien Chen,4,Kunlavut Vitidsarn,,22,20,19,21,21,12,62,53,2,1,2,2,7,4,2,2,1
283,East_Ventures_Indonesia_Open,2022-06-16,Indonesia,MS,2,0,45,Denmark,China,Viktor Axelsen,1,Lu Guang Zu,,21,17,21,9,0,0,42,26,2,0,3,0,7,5,7,0,1
284,East_Ventures_Indonesia_Open,2022-06-17,Indonesia,MS,3,0,67,Denmark,Indonesia,Viktor Axelsen,1,Anthony Sinisuka Ginting,5,21,13,19,21,21,9,61,43,2,1,2,2,6,5,13,5,1
285,Yonex_All_England_Open,2021-03-17,England,MS,2,0,28,Netherlands,Thailand,Mark Caljouw,,Khosit Phetpradab,,21,7,21,7,0,0,42,14,2,0,2,0,8,2,3,1,1
286,East_Ventures_Indonesia_Open,2022-06-16,Indonesia,MS,2,0,36,Indonesia,Denmark,Anthony Sinisuka Ginting,5,Hans-Kristian Solberg Vittinghus,,21,17,21,9,0,0,42,26,2,0,3,0,5,6,2,1,1
287,East_Ventures_Indonesia_Open,2022-06-17,Indonesia,MS,2,0,40,India,Denmark,Prannoy H. S.,,Rasmus Gemke,,21,14,21,12,0,0,42,26,2,0,2,0,8,3,3,2,1
288,Yonex_All_England_Open,2022-03-16,England,MS,2,0,41,Netherlands,India,Mark Caljouw,,Sameer Verma,,21,18,21,11,0,0,42,29,2,0,2,0,4,4,2,0,1
289,East_Ventures_Indonesia_Open,2022-06-19,Indonesia,MS,2,0,38,Denmark,China,Viktor Axelsen,1,Zhao Jun Peng,,21,9,21,10,0,0,42,19,2,0,7,0,7,4,5,1,1
290,East_Ventures_Indonesia_Open,2022-06-15,Indonesia,MS,2,0,42,Indonesia,Thailand,Jonatan Christie,7,Kantaphon Wangcharoen,,22,20,21,8,0,0,43,28,2,0,4,1,5,6,3,0,1
291,East_Ventures_Indonesia_Open,2022-06-18,Indonesia,MS,3,0,70,Denmark,Malaysia,Viktor Axelsen,1,Lee Zii Jia,6,19,21,21,11,23,21,63,53,2,1,6,3,7,5,7,4,1
292,East_Ventures_Indonesia_Open,2022-06-14,Indonesia,MS,2,0,32,Denmark,Japan,Viktor Axelsen,1,Kanta Tsuneyama,,21,8,21,4,0,0,42,12,2,0,2,0,7,6,6,1,1
293,Yonex_All_England_Open,2022-03-17,England,MS,2,0,37,Denmark,Netherlands,Viktor Axelsen,1,Mark Caljouw,,21,14,21,13,0,0,42,27,2,0,6,0,10,5,5,0,1
294,East_Ventures_Indonesia_Open,2022-06-16,Indonesia,MS,2,0,41,India,Hongkong,Prannoy H. S.,,Ng Ka Long Angus,,21,11,21,18,0,0,42,29,2,0,4,0,5,4,6,7,1
295,Yonex_All_England_Open,2021-03-17,England,MS,2,0,42,Thailand,Spain,Sitthikom Thammasin,,Pablo Abian,,21,15,21,12,0,0,42,27,2,0,3,0,6,4,1,0,1
296,East_Ventures_Indonesia_Open,2022-06-15,Indonesia,MS,3,0,82,Denmark,Japan,Rasmus Gemke,,Kento Momota,2,21,19,19,21,21,14,61,54,2,1,4,6,8,5,2,6,1
297,East_Ventures_Indonesia_Open,2022-06-18,Indonesia,MS,2,0,40,China,India,Zhao Jun Peng,,Prannoy H. S.,,21,16,21,15,0,0,42,31,2,0,6,0,5,4,2,1,1
298,Petronas_Malaysia_Open,2023-01-10,Malaysia,MS,2,0,42,Japan,India,Kenta Nishimoto,,Kidambi Srikanth,,21,19,21,14,0,0,42,33,2,0,4,0,5,4,4,6,1
299,East_Ventures_Indonesia_Open,2022-06-15,Indonesia,MS,2,0,30,China,Netherlands,Zhao Jun Peng,,Mark Caljouw,,21,11,21,11,0,0,42,22,2,0,2,0,7,4,1,0,1
300,East_Ventures_Indonesia_Open,2022-06-14,Indonesia,MS,2,0,45,India,France,Sameer Verma,,Thomas Rouxel,,21,19,21,15,0,0,42,34,2,0,7,0,7,5,3,0,1
301,East_Ventures_Indonesia_Open,2022-06-16,Indonesia,MS,2,0,48,Denmark,France,Rasmus Gemke,,Brice Leverdez,,21,12,21,15,0,0,42,27,2,0,2,0,9,4,3,1,1
302,East_Ventures_Indonesia_Open,2022-06-17,Indonesia,MS,3,0,59,China,Hongkong,Zhao Jun Peng,,Lee Cheuk Yiu,,21,14,17,21,21,11,59,46,2,1,3,4,6,5,4,2,1
303,Petronas_Malaysia_Open,2023-01-10,Malaysia,MS,3,0,65,Indonesia,Hongkong,Anthony Sinisuka Ginting,6,Ng Ka Long Angus,,17,21,21,18,21,12,59,51,2,1,2,2,5,6,7,7,1
304,Yonex_All_England_Open,2021-03-17,England,MS,2,0,49,India,Thailand,Lakshya Sen,,Kantaphon Wangcharoen,,21,18,21,12,0,0,42,30,2,0,3,0,9,5,4,2,1
305,East_Ventures_Indonesia_Open,2022-06-14,Indonesia,MS,2,0,57,France,Ireland,Toma Junior Popov,,Nhat Nguyen,,21,15,21,15,0,0,42,30,2,0,3,0,7,4,7,2,1
306,Yonex_All_England_Open,2022-03-17,England,MS,2,0,42,Japan,Korea,Kento Momota,2,Heo Kwang Hee,,21,16,21,12,0,0,42,28,2,0,2,0,4,3,4,3,1
307,Petronas_Malaysia_Open,2023-01-11,Malaysia,MS,2,0,51,Singapore,China,Loh Kean Yew,3,Li Shi Feng,,21,19,23,21,0,0,44,40,2,0,4,1,8,4,5,2,1
308,East_Ventures_Indonesia_Open,2022-06-14,Indonesia,MS,2,0,41,Malaysia,Thailand,Lee Zii Jia,6,Sitthikom Thammasin,,21,15,21,14,0,0,42,29,2,0,2,0,5,3,6,0,1
309,East_Ventures_Indonesia_Open,2022-06-16,Indonesia,MS,2,0,37,Singapore,France,Loh Kean Yew,,Toma Junior Popov,,21,16,21,9,0,0,42,25,2,0,3,0,7,4,5,0,1
310,East_Ventures_Indonesia_Open,2022-06-14,Indonesia,MS,2,0,47,Indonesia,Indonesia,Anthony Sinisuka Ginting,5,Tommy Sugiarto,,21,17,22,20,0,0,43,37,2,0,5,0,5,3,3,3,1
311,Petronas_Malaysia_Open,2023-01-10,Malaysia,MS,3,0,79,Chinesetaipei,China,Chou Tien Chen,4,Shi Yu Qi,,21,23,24,22,21,18,66,63,2,1,3,6,5,5,5,8,1
312,Petronas_Malaysia_Open,2023-01-12,Malaysia,MS,2,0,39,Singapore,China,Loh Kean Yew,3,Zhao Jun Peng,,21,15,21,8,0,0,42,23,2,0,3,0,7,3,4,2,1
313,Petronas_Malaysia_Open,2023-01-12,Malaysia,MS,2,0,52,Japan,Indonesia,Kenta Nishimoto,,Jonatan Christie,5,21,15,21,17,0,0,42,32,2,0,2,0,4,5,8,9,1
314,East_Ventures_Indonesia_Open,2022-06-15,Indonesia,MS,3,0,60,Hongkong,Indonesia,Ng Ka Long Angus,,Shesar Hiren Rhustavito,,21,17,11,21,21,16,53,54,2,1,2,1,6,5,3,1,1
315,Petronas_Malaysia_Open,2023-01-11,Malaysia,MS,3,0,73,Japan,Malaysia,Kodai Naraoka,,Lee Zii Jia,2,13,21,21,17,21,19,55,57,2,1,3,1,4,6,3,3,1
316,Yonex_All_England_Open,2022-03-17,England,MS,2,0,38,China,Hongkong,Lu Guang Zu,,Ng Ka Long Angus,8,21,10,21,11,0,0,42,21,2,0,2,0,6,4,2,1,1
317,Petronas_Malaysia_Open,2023-01-10,Malaysia,MS,3,0,59,Malaysia,France,Liew Daren,,Toma Junior Popov,,21,15,14,21,21,17,56,53,2,1,3,3,4,4,3,0,1
318,Petronas_Malaysia_Open,2023-01-12,Malaysia,MS,3,0,64,India,Indonesia,Prannoy H. S.,,Chico Aura Dwi Wardoyo,,21,9,15,21,21,16,57,46,2,1,4,2,10,5,2,1,1
319,East_Ventures_Indonesia_Open,2022-06-16,Indonesia,MS,3,0,65,China,Indonesia,Zhao Jun Peng,,Jonatan Christie,7,21,12,18,21,21,14,60,47,2,1,4,1,7,6,3,3,1
320,Yonex_All_England_Open,2022-03-16,England,MS,2,0,56,Thailand,India,Kunlavut Vitidsarn,,Prannoy H. S.,,21,15,24,22,0,0,45,37,2,0,4,2,6,5,3,0,1
321,Petronas_Malaysia_Open,2023-01-10,Malaysia,MS,2,0,36,Indonesia,Chinesetaipei,Jonatan Christie,5,Wang Tzu Wei,,21,19,21,13,0,0,42,32,2,0,2,0,9,6,7,8,1
322,Petronas_Malaysia_Open,2023-01-11,Malaysia,MS,3,0,76,Thailand,Indonesia,Kunlavut Vitidsarn,8,Shesar Hiren Rhustavito,,21,23,21,19,24,22,66,64,2,1,8,2,4,5,3,1,1
323,Yonex_All_England_Open,2022-03-16,England,MS,3,0,60,Indonesia,France,Jonatan Christie,7,Brice Leverdez,,21,9,16,21,21,17,58,47,2,1,3,2,6,5,3,1,1
324,East_Ventures_Indonesia_Open,2022-06-14,Indonesia,MS,2,0,45,Denmark,India,Hans-Kristian Solberg Vittinghus,,Sai Praneeth B.,,21,16,21,19,0,0,42,35,2,0,3,0,5,4,4,1,1
325,East_Ventures_Indonesia_Open,2022-06-15,Indonesia,MS,2,0,42,France,India,Brice Leverdez,,Kidambi Srikanth,,23,21,21,10,0,0,44,31,2,0,3,2,4,3,1,5,1
326,East_Ventures_Indonesia_Open,2022-06-14,Indonesia,MS,2,0,42,Singapore,Korea,Loh Kean Yew,,Heo Kwang Hee,,21,12,23,21,0,0,44,33,2,0,3,6,8,4,3,0,1
327,Petronas_Malaysia_Open,2023-01-11,Malaysia,MS,3,0,65,Indonesia,Denmark,Chico Aura Dwi Wardoyo,,Hans-Kristian Solberg Vittinghus,,21,11,16,21,25,23,62,55,2,1,4,3,5,4,1,0,1
328,Petronas_Malaysia_Open,2023-01-10,Malaysia,MS,3,0,52,Japan,Hongkong,Kanta Tsuneyama,,Lee Cheuk Yiu,,3,21,21,5,23,21,47,47,2,1,2,6,6,8,6,0,1
329,East_Ventures_Indonesia_Open,2022-06-15,Indonesia,MS,2,0,45,Hongkong,Malaysia,Lee Cheuk Yiu,,Liew Daren,,21,19,21,18,0,0,42,37,2,0,3,0,7,6,7,0,1
330,Yonex_All_England_Open,2020-03-11,England,MS,2,0,33,China,India,Zhao Jun Peng,,Sai Praneeth B.,,21,12,21,13,0,0,42,25,2,0,0,0,0,0,2,0,1
331,Petronas_Malaysia_Open,2023-01-11,Malaysia,MS,2,0,35,Malaysia,Ireland,Ng Tze Yong,,Nhat Nguyen,,21,4,21,10,0,0,42,14,2,0,2,0,10,4,3,1,1
332,Petronas_Malaysia_Open,2023-01-13,Malaysia,MS,2,0,50,Japan,Indonesia,Kanta Tsuneyama,,Anthony Sinisuka Ginting,6,21,14,21,16,0,0,42,30,2,0,6,0,9,3,5,5,1
333,Petronas_Malaysia_Open,2023-01-12,Malaysia,MS,3,0,72,Indonesia,Denmark,Anthony Sinisuka Ginting,6,Anders Antonsen,,21,14,17,21,21,17,59,52,2,1,2,1,6,4,7,2,1
334,East_Ventures_Indonesia_Open,2022-06-14,Indonesia,MS,2,0,57,China,Japan,Lu Guang Zu,,Kenta Nishimoto,,21,18,21,13,0,0,42,31,2,0,2,0,7,5,1,4,1
335,Petronas_Malaysia_Open,2023-01-13,Malaysia,MS,2,0,38,Denmark,Japan,Viktor Axelsen,1,Kenta Nishimoto,,21,6,21,12,0,0,42,18,2,0,2,0,10,3,7,1,1
336,Petronas_Malaysia_Open,2023-01-12,Malaysia,MS,3,0,92,Japan,Malaysia,Kodai Naraoka,,Ng Tze Yong,,15,21,21,19,21,15,57,55,2,1,2,1,6,5,2,0,1
337,Yonex_All_England_Open,2021-03-17,England,MS,2,0,54,India,France,Sai Praneeth B.,,Toma Junior Popov,,21,18,22,20,0,0,43,38,2,0,0,0,0,0,2,0,1
338,Petronas_Malaysia_Open,2023-01-11,Malaysia,MS,3,0,59,Thailand,Canada,Kantaphon Wangcharoen,,Brian Yang,,21,16,17,21,21,13,59,50,2,1,2,1,5,4,3,1,1
339,East_Ventures_Indonesia_Open,2022-06-15,Indonesia,MS,2,0,34,India,India,Prannoy H. S.,,Lakshya Sen,8,21,10,21,9,0,0,42,19,2,0,3,0,7,3,3,5,1
340,East_Ventures_Indonesia_Open,2022-06-16,Indonesia,MS,2,0,49,Hongkong,Chinesetaipei,Lee Cheuk Yiu,,Chou Tien Chen,4,21,18,21,13,0,0,42,31,2,0,2,0,7,4,4,9,1
341,Petronas_Malaysia_Open,2023-01-13,Malaysia,MS,3,0,80,Thailand,Singapore,Kunlavut Vitidsarn,8,Loh Kean Yew,3,21,11,20,22,21,14,62,47,2,1,3,2,7,5,5,1,1
342,Petronas_Malaysia_Open,2023-01-13,Malaysia,MS,3,0,84,Japan,India,Kodai Naraoka,,Prannoy H. S.,,21,16,19,21,21,10,61,47,2,1,5,2,7,5,6,1,1
343,Petronas_Malaysia_Open,2023-01-15,Malaysia,MS,2,0,40,Denmark,Japan,Viktor Axelsen,1,Kodai Naraoka,,21,6,21,15,0,0,42,21,2,0,4,0,9,4,6,1,1
344,Petronas_Malaysia_Open,2023-01-14,Malaysia,MS,3,0,113,Japan,Thailand,Kodai Naraoka,,Kunlavut Vitidsarn,8,21,17,19,21,21,17,61,55,2,1,2,3,5,5,5,6,1
345,Yonex_All_England_Open,2023-03-15,England,MS,2,0,33,Malaysia,Thailand,Lee Zii Jia,4,Sitthikom Thammasin,,21,12,21,15,0,0,42,27,2,0,4,0,6,5,6,0,1
346,Petronas_Malaysia_Open,2023-01-12,Malaysia,MS,2,0,59,Japan,Chinesetaipei,Kanta Tsuneyama,,Chou Tien Chen,4,23,21,21,19,0,0,44,40,2,0,7,0,6,4,3,7,1
347,Petronas_Malaysia_Open,2023-01-14,Malaysia,MS,2,0,46,Denmark,Japan,Viktor Axelsen,1,Kanta Tsuneyama,,21,7,21,15,0,0,42,22,2,0,8,0,11,5,6,1,1
348,Yonex_All_England_Open,2023-03-14,England,MS,2,0,51,Indonesia,Thailand,Anthony Sinisuka Ginting,3,Kantaphon Wangcharoen,,21,17,21,19,0,0,42,36,2,0,7,0,7,4,7,4,1
349,Yonex_All_England_Open,2020-03-11,England,MS,1,1,1,Indonesia,India,Shesar Hiren Rhustavito,,Parupalli Kashyap,,3,0,0,0,0,0,3,0,1,0,0,0,0,0,1,0,1
350,Yonex_All_England_Open,2020-03-11,England,MS,2,0,43,Denmark,Indonesia,Rasmus Gemke,,Anthony Sinisuka Ginting,4,21,14,21,18,0,0,42,32,2,0,0,0,0,0,1,1,1
351,Yonex_All_England_Open,2023-03-14,England,MS,2,0,49,India,Chinesetaipei,Lakshya Sen,,Chou Tien Chen,5,21,18,21,19,0,0,42,37,2,0,3,0,5,5,2,3,1
352,Yonex_All_England_Open,2020-03-11,England,MS,2,0,40,Denmark,Thailand,Viktor Axelsen,2,Sitthikom Thammasin,,21,15,21,13,0,0,42,28,2,0,0,0,0,0,5,0,1
353,Petronas_Malaysia_Open,2023-01-10,Malaysia,MS,3,0,75,Denmark,China,Anders Antonsen,,Weng Hong Yang,,8,21,22,20,21,19,51,60,2,1,3,4,4,7,4,0,1
354,Yonex_All_England_Open,2023-03-15,England,MS,2,0,61,Thailand,Japan,Kunlavut Vitidsarn,6,Kento Momota,,23,21,21,15,0,0,44,36,2,0,5,2,5,3,1,2,1
355,Petronas_Malaysia_Open,2023-01-11,Malaysia,MS,2,0,46,China,China,Zhao Jun Peng,,Lu Guang Zu,,21,17,21,16,0,0,42,33,2,0,2,0,5,5,1,3,1
356,Yonex_All_England_Open,2023-03-18,England,MS,2,0,43,China,Malaysia,Shi Yu Qi,,Lee Zii Jia,4,21,19,21,13,0,0,42,32,2,0,2,0,5,4,5,1,1
357,Yonex_All_England_Open,2023-03-16,England,MS,3,0,69,Malaysia,Denmark,Ng Tze Yong,,Viktor Axelsen,1,21,15,9,21,23,21,53,57,2,1,2,3,6,10,1,1,1
358,Yonex_All_England_Open,2020-03-11,England,MS,3,0,59,India,Hongkong,Lakshya Sen,,Lee Cheuk Yiu,,17,21,21,8,21,17,59,46,2,1,0,0,0,0,2,2,1
359,Yonex_All_England_Open,2023-03-17,England,MS,3,0,73,Denmark,Indonesia,Anders Antonsen,,Anthony Sinisuka Ginting,3,21,14,9,21,21,17,51,52,2,1,4,1,6,6,2,7,1
360,Yonex_All_England_Open,2023-03-14,England,MS,3,0,60,Denmark,Hongkong,Viktor Axelsen,1,Lee Cheuk Yiu,,19,21,21,15,21,11,61,47,2,1,2,2,5,5,6,1,1
361,Petronas_Malaysia_Open,2023-01-11,Malaysia,MS,3,0,61,India,India,Prannoy H. S.,,Lakshya Sen,7,22,24,21,12,21,18,64,54,2,1,6,2,5,4,3,5,1
362,Yonex_All_England_Open,2023-03-16,England,MS,3,0,68,Indonesia,India,Anthony Sinisuka Ginting,3,Prannoy H. S.,,22,20,15,21,21,17,58,58,2,1,4,5,5,4,2,4,1
363,Petronas_Malaysia_Open,2023-01-12,Malaysia,MS,2,0,57,Thailand,Thailand,Kunlavut Vitidsarn,8,Kantaphon Wangcharoen,,21,14,21,17,0,0,42,31,2,0,3,0,5,5,2,2,1
364,Petronas_Malaysia_Open,2023-01-10,Malaysia,MS,3,0,65,Denmark,Denmark,Viktor Axelsen,1,Rasmus Gemke,,17,21,21,14,21,12,59,47,2,1,5,1,9,4,7,0,1
365,Yonex_All_England_Open,2023-03-17,England,MS,2,0,41,China,Malaysia,Li Shi Feng,,Ng Tze Yong,,21,11,21,11,0,0,42,22,2,0,6,0,8,4,6,0,1
366,Yonex_All_England_Open,2023-03-18,England,MS,3,0,95,China,Denmark,Li Shi Feng,,Anders Antonsen,,21,11,19,21,21,18,61,50,2,1,2,2,6,5,2,1,1
367,Yonex_All_England_Open,2023-03-16,England,MS,2,0,40,Malaysia,Japan,Lee Zii Jia,4,Kenta Nishimoto,,21,15,21,10,0,0,42,25,2,0,3,0,6,4,9,3,1
368,Yonex_All_England_Open,2023-03-14,England,MS,3,0,58,China,Singapore,Zhao Jun Peng,,Loh Kean Yew,8,21,16,16,21,21,7,58,44,2,1,2,1,6,6,2,4,1
369,Kapal_Api_Group_Indonesia_Open,2023-06-13,Indonesia,MS,3,0,60,China,Malaysia,Shi Yu Qi,,Ng Tze Yong,,21,7,17,21,21,13,59,41,2,1,3,1,10,6,1,0,1
370,Yonex_All_England_Open,2023-03-19,England,MS,2,0,50,China,China,Li Shi Feng,,Shi Yu Qi,,26,24,21,5,0,0,47,29,2,0,6,2,5,6,1,2,1
371,Yonex_All_England_Open,2023-03-17,England,MS,2,0,43,China,China,Shi Yu Qi,,Weng Hong Yang,,21,9,21,16,0,0,42,25,2,0,3,0,5,6,4,1,1
372,Yonex_All_England_Open,2023-03-17,England,MS,3,0,67,Malaysia,Japan,Lee Zii Jia,4,Kodai Naraoka,7,21,9,10,21,21,13,52,43,2,1,2,2,6,4,3,3,1
373,Yonex_All_England_Open,2020-03-11,England,MS,2,0,56,Denmark,Korea,Anders Antonsen,5,Son Wan Ho,,22,20,21,13,0,0,43,33,2,0,0,0,0,0,3,2,1
374,Yonex_All_England_Open,2023-03-15,England,MS,1,1,10,Japan,China,Kodai Naraoka,7,Lu Guang Zu,,11,7,0,0,0,0,11,7,1,0,0,0,5,4,3,1,1
